Date,Open_ALB.US,High_ALB.US,Low_ALB.US,Close_ALB.US,Adjusted_close_ALB.US,Volume_ALB.US,Open_SQM.US,High_SQM.US,Low_SQM.US,Close_SQM.US,Adjusted_close_SQM.US,Volume_SQM.US,Open_002466.SHE,High_002466.SHE,Low_002466.SHE,Close_002466.SHE,Adjusted_close_002466.SHE,Volume_002466.SHE,Open_LAC.US,High_LAC.US,Low_LAC.US,Close_LAC.US,Adjusted_close_LAC.US,Volume_LAC.US,Open_ORE.AU,High_ORE.AU,Low_ORE.AU,Close_ORE.AU,Adjusted_close_ORE.AU,Volume_ORE.AU,Open_GALXF.US,High_GALXF.US,Low_GALXF.US,Close_GALXF.US,Adjusted_close_GALXF.US,Volume_GALXF.US
2005-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-04,-0.024916939210870126,-0.02542949688482876,-0.0409099027441262,-0.04158882371924877,-0.041584974007697895,0.24583496251628034,-0.010598864694856935,-0.018676560551759813,-0.03571352216106316,-0.03571352216106316,-0.03572395795643635,-0.12782735464461226,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-05,-0.04708334303688977,-0.04241107948710576,-0.02166149678117968,-0.02440498272693059,-0.024402365246462665,0.23874766711086082,-0.04184765962845827,-0.02171003864281662,-0.006134137467395107,0.004238432357560384,0.004244162301756393,1.390074062230509,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-06,-0.01891046340928959,-0.003020735511310768,-0.03717900324175405,0.019185907564728932,0.01918531011917768,0.9435823563358632,0.014426219930093964,-0.004028867711769912,0.00834122868259879,-0.0016922205917264677,-0.0016687808425155382,-1.9161579014821744,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-07,0.019185907564728932,0.013386349326067304,0.040821994520255256,0.0035738869655133065,0.0035691205575707485,-0.5171339637818289,-0.00591541659683692,-0.00759794994061469,-0.008306021458743373,-0.004075387718073031,-0.0040835509952159565,0.7552740545404557,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-10,-0.00027544415543934164,0.004062294008878808,0.011679776823990018,-0.0074370264277510145,-0.007431515159038504,-0.36161540114531654,-0.0016970418982831248,0.0,-0.003461259970626074,-0.004604961515155992,-0.004605591991134528,0.5439996729446914,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-11,-0.003864205746829441,-0.02296437712024879,-0.01869734948263657,-0.010282152557352209,-0.010288461569090135,0.05701820071577046,-0.010239814181744578,-0.010563346109572436,-0.013815986948838344,-0.017242039695609,-0.01726524670430485,-0.5320267569801764,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-12,-0.012802846738382279,-0.00554632592055615,-0.0251011467333071,-0.0011179431013412788,-0.0011125372447704507,0.14868711834504822,-0.013815986948838344,-0.00912023036361731,0.0,0.005204238074528078,0.005231407140581235,-0.30368203254686676,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-13,0.0013995803544233354,-0.005856940463402793,0.012914514404023691,-0.012946986366062063,-0.012946586521059622,-0.018139911760853167,0.0060692665556763,0.008606015504585507,0.002604653903056864,0.005177294142729494,0.005170255403223356,0.6435472540247229,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-14,-0.025497131933483796,-0.025497131933483796,-0.033931049765682175,-0.03546573226637584,-0.035468594306368395,1.9799548962959133,0.008606015504585507,0.007341928508424189,0.011725989843294649,0.00686050747835143,0.006863584160500258,0.455059697111194,,,,,,,,,,,,,,,,,,,,,,,,
