Date,Price
07/26/2022,"457,500.00"
07/25/2022,"455,500.00"
07/22/2022,"455,500.00"
07/21/2022,"455,500.00"
07/20/2022,"455,500.00"
07/19/2022,"455,500.00"
07/18/2022,"455,500.00"
07/15/2022,"455,500.00"
07/14/2022,"455,500.00"
07/13/2022,"455,500.00"
7/12/2022,"455,500.00"
7/11/2022,"455,500.00"
7/08/2022,"455,500.00"
7/07/2022,"455,500.00"
7/06/2022,"455,500.00"
7/05/2022,"455,500.00"
7/04/2022,"455,500.00"
7/01/2022,"455,500.00"
06/30/2022,"455,500.00"
06/29/2022,"455,500.00"
06/28/2022,"457,500.00"
06/27/2022,"457,500.00"
06/24/2022,"457,500.00"
06/23/2022,"457,500.00"
06/22/2022,"457,500.00"
06/21/2022,"457,500.00"
06/20/2022,"457,500.00"
06/17/2022,"457,500.00"
06/16/2022,"457,500.00"
06/15/2022,"457,500.00"
06/14/2022,"457,500.00"
06/13/2022,"455,500.00"
6/10/2022,"452,500.00"
6/09/2022,"452,500.00"
6/08/2022,"452,500.00"
6/07/2022,"452,500.00"
6/06/2022,"447,500.00"
6/02/2022,"439,500.00"
6/01/2022,"439,500.00"
05/31/2022,"439,500.00"
05/30/2022,"439,500.00"
05/27/2022,"438,500.00"
05/26/2022,"433,500.00"
05/25/2022,"429,500.00"
05/24/2022,"428,500.00"
05/23/2022,"428,500.00"
05/20/2022,"428,500.00"
05/19/2022,"428,500.00"
05/18/2022,"428,500.00"
05/17/2022,"428,500.00"
05/16/2022,"427,500.00"
05/13/2022,"427,500.00"
5/12/2022,"427,500.00"
5/11/2022,"427,500.00"
5/10/2022,"427,500.00"
5/09/2022,"427,500.00"
5/06/2022,"427,500.00"
5/05/2022,"427,500.00"
04/29/2022,"432,500.00"
04/28/2022,"432,500.00"
04/27/2022,"435,500.00"
04/26/2022,"439,500.00"
04/25/2022,"442,500.00"
04/22/2022,"447,500.00"
04/21/2022,"448,500.00"
04/20/2022,"448,500.00"
04/19/2022,"450,500.00"
04/18/2022,"450,500.00"
04/15/2022,"450,500.00"
04/14/2022,"452,500.00"
04/13/2022,"452,500.00"
4/12/2022,"452,500.00"
4/11/2022,"457,500.00"
4/08/2022,"471,500.00"
4/07/2022,"471,500.00"
4/06/2022,"471,500.00"
4/01/2022,"471,500.00"
03/31/2022,"471,500.00"
03/30/2022,"471,500.00"
03/29/2022,"471,500.00"
03/28/2022,"472,500.00"
03/25/2022,"472,500.00"
03/24/2022,"472,500.00"
03/23/2022,"472,500.00"
03/22/2022,"472,500.00"
03/21/2022,"472,500.00"
03/18/2022,"472,500.00"
03/17/2022,"472,500.00"
03/16/2022,"472,500.00"
03/15/2022,"472,500.00"
03/14/2022,"467,500.00"
3/11/2022,"467,500.00"
3/10/2022,"467,500.00"
3/09/2022,"467,500.00"
3/08/2022,"467,500.00"
3/07/2022,"467,500.00"
3/04/2022,"467,500.00"
3/03/2022,"467,500.00"
3/02/2022,"462,500.00"
3/01/2022,"452,500.00"
02/28/2022,"452,500.00"
02/25/2022,"450,500.00"
02/24/2022,"447,500.00"
02/23/2022,"444,500.00"
02/22/2022,"432,500.00"
02/21/2022,"432,500.00"
02/18/2022,"422,500.00"
02/17/2022,"417,500.00"
02/16/2022,"408,500.00"
02/15/2022,"397,500.00"
02/14/2022,"392,500.00"
2/11/2022,"387,500.00"
2/10/2022,"377,500.00"
2/09/2022,"377,500.00"
2/08/2022,"367,500.00"
2/07/2022,"367,500.00"
01/28/2022,"362,500.00"
01/27/2022,"352,500.00"
01/26/2022,"352,500.00"
01/25/2022,"352,500.00"
01/24/2022,"352,500.00"
01/21/2022,"342,500.00"
01/20/2022,"333,500.00"
01/19/2022,"325,500.00"
01/18/2022,"317,500.00"
01/17/2022,"312,500.00"
01/14/2022,"312,500.00"
01/13/2022,"312,500.00"
1/12/2022,"306,500.00"
1/11/2022,"298,500.00"
1/10/2022,"290,500.00"
1/07/2022,"282,500.00"
1/06/2022,"275,500.00"
1/05/2022,"267,500.00"
1/04/2022,"264,500.00"
12/31/2021,"264,500.00"
12/30/2021,"257,500.00"
12/29/2021,"252,500.00"
12/28/2021,"250,500.00"
12/27/2021,"243,500.00"
12/24/2021,"236,500.00"
12/23/2021,"230,500.00"
12/22/2021,"224,500.00"
12/21/2021,"224,500.00"
12/20/2021,"221,500.00"
12/17/2021,"215,500.00"
12/16/2021,"210,500.00"
12/15/2021,"209,500.00"
12/14/2021,"207,500.00"
12/13/2021,"207,500.00"
12/10/2021,"202,500.00"
12/09/2021,"198,500.00"
12/08/2021,"194,500.00"
12/07/2021,"190,500.00"
12/06/2021,"190,500.00"
12/03/2021,"190,500.00"
12/02/2021,"189,500.00"
12/01/2021,"187,500.00"
11/30/2021,"185,500.00"
11/29/2021,"185,500.00"
11/26/2021,"185,500.00"
11/25/2021,"185,500.00"
11/24/2021,"185,500.00"
11/23/2021,"185,500.00"
11/22/2021,"182,500.00"
11/19/2021,"180,500.00"
11/18/2021,"180,500.00"
11/17/2021,"180,500.00"
11/16/2021,"178,500.00"
11/15/2021,"178,500.00"
11/12/2021,"178,500.00"
11/11/2021,"178,500.00"
11/10/2021,"177,500.00"
11/09/2021,"175,500.00"
11/08/2021,"175,500.00"
11/05/2021,"175,500.00"
11/04/2021,"175,500.00"
11/03/2021,"175,500.00"
11/02/2021,"175,500.00"
11/01/2021,"175,500.00"
10/29/2021,"175,500.00"
10/28/2021,"175,500.00"
10/27/2021,"175,500.00"
10/26/2021,"175,500.00"
10/25/2021,"175,500.00"
10/22/2021,"172,500.00"
10/21/2021,"174,500.00"
10/20/2021,"173,000.00"
10/19/2021,"173,000.00"
10/18/2021,"173,000.00"
10/15/2021,"173,000.00"
10/14/2021,"173,000.00"
10/13/2021,"173,000.00"
10/12/2021,"173,000.00"
10/11/2021,"173,000.00"
09/29/2021,"171,000.00"
09/28/2021,"169,000.00"
09/27/2021,"166,000.00"
09/24/2021,"160,000.00"
09/23/2021,"157,000.00"
09/22/2021,"154,000.00"
09/17/2021,"148,000.00"
09/16/2021,"145,000.00"
09/15/2021,"142,000.00"
09/14/2021,"139,000.00"
09/13/2021,"137,000.00"
9/10/2021,"134,000.00"
9/09/2021,"131,000.00"
9/08/2021,"128,000.00"
9/07/2021,"125,000.00"
9/06/2021,"122,000.00"
9/03/2021,"120,000.00"
9/02/2021,"118,000.00"
9/01/2021,"115,000.00"
08/31/2021,"112,000.00"
08/30/2021,"110,000.00"
08/27/2021,"108,000.00"
08/26/2021,"107,000.00"
08/25/2021,"106,000.00"
08/24/2021,"104,000.00"
08/23/2021,"102,000.00"
08/20/2021,"100,000.00"
08/19/2021,"100,000.00"
08/18/2021,"100,000.00"
08/17/2021,"98,000.00"
08/16/2021,"96,000.00"
08/13/2021,"94,000.00"
8/12/2021,"93,000.00"
8/11/2021,"92,000.00"
8/10/2021,"91,000.00"
8/09/2021,"89,000.00"
8/06/2021,"87,000.00"
8/05/2021,"87,000.00"
8/04/2021,"87,000.00"
8/03/2021,"87,000.00"
8/02/2021,"85,000.00"
07/30/2021,"85,000.00"
07/29/2021,"84,000.00"
07/28/2021,"83,000.00"
07/27/2021,"82,000.00"
07/26/2021,"82,000.00"
07/23/2021,"80,000.00"
07/22/2021,"80,000.00"
07/21/2021,"80,000.00"
07/20/2021,"80,000.00"
07/19/2021,"80,000.00"
07/16/2021,"80,000.00"
07/15/2021,"80,000.00"
07/14/2021,"80,000.00"
07/13/2021,"80,000.00"
7/12/2021,"80,000.00"
7/09/2021,"80,000.00"
7/08/2021,"80,000.00"
7/07/2021,"80,000.00"
7/06/2021,"80,000.00"
7/05/2021,"80,000.00"
7/02/2021,"80,000.00"
7/01/2021,"80,000.00"
06/30/2021,"80,000.00"
06/29/2021,"80,000.00"
06/28/2021,"80,000.00"
06/25/2021,"80,000.00"
06/24/2021,"80,000.00"
06/23/2021,"80,000.00"
06/22/2021,"81,000.00"
06/21/2021,"81,000.00"
06/18/2021,"81,000.00"
06/17/2021,"81,000.00"
06/16/2021,"81,000.00"
06/15/2021,"81,000.00"
6/11/2021,"81,000.00"
6/10/2021,"81,000.00"
6/09/2021,"81,000.00"
6/08/2021,"81,000.00"
6/07/2021,"81,000.00"
6/04/2021,"81,000.00"
6/03/2021,"81,000.00"
6/02/2021,"81,000.00"
6/01/2021,"81,000.00"
05/31/2021,"81,000.00"
05/28/2021,"81,000.00"
05/27/2021,"81,000.00"
05/26/2021,"81,000.00"
05/25/2021,"81,000.00"
05/24/2021,"81,000.00"
05/21/2021,"81,500.00"
05/20/2021,"81,500.00"
05/19/2021,"81,500.00"
05/18/2021,"81,500.00"
05/17/2021,"82,000.00"
05/14/2021,"82,000.00"
05/13/2021,"82,000.00"
5/12/2021,"82,000.00"
5/11/2021,"82,000.00"
5/10/2021,"82,000.00"
5/07/2021,"82,000.00"
5/06/2021,"82,000.00"
04/30/2021,"82,000.00"
04/29/2021,"82,000.00"
04/28/2021,"82,000.00"
04/27/2021,"82,000.00"
04/26/2021,"82,000.00"
04/23/2021,"82,000.00"
04/22/2021,"82,000.00"
04/21/2021,"82,000.00"
04/20/2021,"82,000.00"
04/19/2021,"82,000.00"
04/16/2021,"82,000.00"
04/15/2021,"82,000.00"
04/14/2021,"82,000.00"
04/13/2021,"83,000.00"
4/12/2021,"83,000.00"
4/09/2021,"83,000.00"
4/08/2021,"83,000.00"
4/07/2021,"84,000.00"
4/06/2021,"84,000.00"
4/02/2021,"84,000.00"
4/01/2021,"84,000.00"
03/31/2021,"84,000.00"
03/30/2021,"84,000.00"
03/29/2021,"84,000.00"
03/26/2021,"84,000.00"
03/25/2021,"84,000.00"
03/24/2021,"84,000.00"
03/23/2021,"84,000.00"
03/22/2021,"84,000.00"
03/19/2021,"83,000.00"
03/18/2021,"82,000.00"
03/17/2021,"80,000.00"
03/16/2021,"80,000.00"
03/15/2021,"80,000.00"
3/12/2021,"80,000.00"
3/11/2021,"80,000.00"
3/10/2021,"80,000.00"
3/09/2021,"80,000.00"
3/08/2021,"80,000.00"
3/05/2021,"80,000.00"
3/04/2021,"80,000.00"
3/03/2021,"79,500.00"
3/02/2021,"77,500.00"
3/01/2021,"77,500.00"
02/26/2021,"77,000.00"
02/25/2021,"76,000.00"
02/24/2021,"74,000.00"
02/23/2021,"72,000.00"
02/22/2021,"70,000.00"
2/05/2021,"68,500.00"
2/04/2021,"68,500.00"
2/03/2021,"68,500.00"
2/02/2021,"68,500.00"
2/01/2021,"68,500.00"
01/29/2021,"68,000.00"
01/28/2021,"67,500.00"
01/27/2021,"67,500.00"
01/26/2021,"66,000.00"
01/25/2021,"64,500.00"
01/22/2021,"63,000.00"
01/21/2021,"61,500.00"
01/20/2021,"61,500.00"
01/19/2021,"60,000.00"
01/18/2021,"58,500.00"
01/15/2021,"57,000.00"
01/14/2021,"56,000.00"
01/13/2021,"55,000.00"
1/12/2021,"55,000.00"
1/11/2021,"54,000.00"
1/08/2021,"52,500.00"
1/07/2021,"51,500.00"
1/06/2021,"50,500.00"
1/05/2021,"49,500.00"
1/04/2021,"48,500.00"
12/31/2020,"48,500.00"
12/30/2020,"48,000.00"
12/29/2020,"48,000.00"
12/28/2020,"47,000.00"
12/25/2020,"46,000.00"
12/24/2020,"46,000.00"
12/23/2020,"45,500.00"
12/22/2020,"44,500.00"
12/21/2020,"44,000.00"
12/18/2020,"44,000.00"
12/17/2020,"44,000.00"
12/16/2020,"44,000.00"
12/15/2020,"44,000.00"
12/14/2020,"43,500.00"
12/11/2020,"43,000.00"
12/10/2020,"43,000.00"
12/09/2020,"42,000.00"
12/08/2020,"42,000.00"
12/07/2020,"42,000.00"
12/04/2020,"41,000.00"
12/03/2020,"41,000.00"
12/02/2020,"41,000.00"
12/01/2020,"40,000.00"
11/30/2020,"39,000.00"
11/27/2020,"39,000.00"
11/26/2020,"39,000.00"
11/25/2020,"39,000.00"
11/24/2020,"39,000.00"
11/23/2020,"39,000.00"
11/20/2020,"39,000.00"
11/19/2020,"38,500.00"
11/18/2020,"38,000.00"
11/17/2020,"37,500.00"
11/16/2020,"37,500.00"
11/13/2020,"37,000.00"
11/12/2020,"37,000.00"
11/11/2020,"36,500.00"
11/10/2020,"36,500.00"
11/09/2020,"36,500.00"
11/06/2020,"36,500.00"
11/05/2020,"36,500.00"
11/04/2020,"36,000.00"
11/03/2020,"36,000.00"
11/02/2020,"36,000.00"
10/30/2020,"36,000.00"
10/29/2020,"35,500.00"
10/28/2020,"35,500.00"
10/27/2020,"35,500.00"
10/26/2020,"35,200.00"
10/23/2020,"35,000.00"
10/22/2020,"35,000.00"
10/21/2020,"35,000.00"
10/20/2020,"35,000.00"
10/19/2020,"35,000.00"
10/16/2020,"35,000.00"
10/15/2020,"35,000.00"
10/14/2020,"34,800.00"
10/13/2020,"34,500.00"
10/12/2020,"34,500.00"
09/29/2020,"34,500.00"
09/28/2020,"34,500.00"
09/25/2020,"34,300.00"
09/24/2020,"34,300.00"
09/23/2020,"34,300.00"
09/22/2020,"34,300.00"
09/21/2020,"34,300.00"
09/18/2020,"34,000.00"
09/17/2020,"34,000.00"
09/16/2020,"34,000.00"
09/15/2020,"34,000.00"
09/14/2020,"34,000.00"
9/11/2020,"34,000.00"
9/10/2020,"34,000.00"
9/09/2020,"34,000.00"
9/08/2020,"34,000.00"
9/07/2020,"34,000.00"
9/04/2020,"34,000.00"
9/03/2020,"34,000.00"
9/02/2020,"34,000.00"
9/01/2020,"34,000.00"
08/31/2020,"34,000.00"
08/28/2020,"34,000.00"
08/27/2020,"34,000.00"
08/26/2020,"34,000.00"
08/25/2020,"34,000.00"
08/24/2020,"34,000.00"
08/21/2020,"34,000.00"
08/20/2020,"34,000.00"
08/19/2020,"34,700.00"
08/18/2020,"34,700.00"
08/17/2020,"34,700.00"
08/14/2020,"34,700.00"
08/13/2020,"34,700.00"
8/12/2020,"34,700.00"
8/11/2020,"34,700.00"
8/10/2020,"34,700.00"
8/07/2020,"34,700.00"
8/06/2020,"34,700.00"
8/05/2020,"34,700.00"
8/04/2020,"34,700.00"
8/03/2020,"34,700.00"
07/31/2020,"34,700.00"
07/30/2020,"34,500.00"
07/29/2020,"34,500.00"
07/28/2020,"34,500.00"
07/27/2020,"34,500.00"
07/24/2020,"34,500.00"
07/23/2020,"34,500.00"
07/22/2020,"34,500.00"
07/21/2020,"34,500.00"
07/20/2020,"34,500.00"
07/17/2020,"34,500.00"
07/16/2020,"34,500.00"
07/15/2020,"34,500.00"
07/14/2020,"34,000.00"
07/13/2020,"34,000.00"
7/10/2020,"34,000.00"
7/09/2020,"33,500.00"
7/08/2020,"33,500.00"
7/07/2020,"33,500.00"
7/06/2020,"33,500.00"
7/03/2020,"33,500.00"
7/02/2020,"34,000.00"
7/01/2020,"34,000.00"
06/30/2020,"34,000.00"
06/29/2020,"34,000.00"
06/24/2020,"34,000.00"
06/23/2020,"34,000.00"
06/22/2020,"34,000.00"
06/19/2020,"34,500.00"
06/18/2020,"34,500.00"
06/17/2020,"34,500.00"
06/16/2020,"34,500.00"
06/15/2020,"34,500.00"
6/12/2020,"34,500.00"
6/11/2020,"34,500.00"
6/10/2020,"34,500.00"
6/09/2020,"34,500.00"
6/08/2020,"34,500.00"
6/05/2020,"34,500.00"
6/04/2020,"35,000.00"
6/03/2020,"35,000.00"
6/02/2020,"35,000.00"
6/01/2020,"35,500.00"
05/29/2020,"35,500.00"
05/28/2020,"35,500.00"
05/27/2020,"35,500.00"
05/26/2020,"35,500.00"
